date,state,district,pincode,bio_age_5_17,bio_age_17_
2025-01-03,Rajasthan,sirohi,307501.0,77.0,136.0
2025-01-03,Tamil Nadu,viluppuram,604304.0,33.0,79.0
2025-01-03,Jammu And Kashmir,baramula,193402.0,147.0,363.0
2025-01-03,Karnataka,mysuru,571105.0,125.0,84.0
2025-01-03,West Bengal,purba medinipur,721631.0,264.0,223.0
2025-01-03,Karnataka,dakshina kannada,574202.0,55.0,96.0
2025-01-03,Chhattisgarh,bijapur,494441.0,55.0,19.0
2025-01-03,Andhra Pradesh,krishna,521225.0,74.0,77.0
2025-01-03,Andhra Pradesh,krishna,521135.0,23.0,9.0
2025-01-03,Andhra Pradesh,guntur,522310.0,50.0,35.0
2025-01-03,Goa,north goa,403517.0,15.0,37.0
2025-01-03,Assam,biswanath,784173.0,52.0,22.0
2025-01-03,Punjab,shaheed bhagat singh nagar,144509.0,23.0,36.0
2025-01-03,Himachal Pradesh,kangra,176502.0,11.0,12.0
2025-01-03,Maharashtra,aurangabad,431112.0,835.0,1275.0
2025-01-03,West Bengal,puruliya,723127.0,146.0,210.0
2025-01-03,Uttar Pradesh,kasganj,207245.0,753.0,174.0
2025-01-03,Tamil Nadu,salem,636002.0,281.0,445.0
2025-01-03,Maharashtra,mumbai,400005.0,71.0,240.0
2025-01-03,Uttar Pradesh,jaunpur,223103.0,276.0,251.0
2025-01-03,Odisha,cuttack,754028.0,181.0,385.0
2025-01-03,Uttar Pradesh,sonbhadra,231205.0,808.0,421.0
2025-01-03,Bihar,siwan,841223.0,17.0,20.0
2025-01-03,West Bengal,paschim bardhaman,713303.0,16.0,31.0
2025-01-03,Maharashtra,pune,411017.0,337.0,743.0
2025-01-03,Gujarat,tapi,394635.0,123.0,307.0
2025-01-03,West Bengal,cooch behar,736133.0,74.0,102.0
2025-01-03,Bihar,gaya,824205.0,522.0,520.0
2025-01-03,Tamil Nadu,ramanathapuram,623517.0,293.0,374.0
2025-01-03,Tamil Nadu,pudukkottai,614618.0,71.0,267.0
2025-01-03,Andhra Pradesh,cuddapah,516505.0,142.0,48.0
2025-01-03,Tamil Nadu,the nilgiris,643225.0,102.0,46.0
2025-01-03,West Bengal,barddhaman,713207.0,22.0,37.0
2025-01-03,Telangana,khammam,507303.0,60.0,55.0
2025-01-03,Madhya Pradesh,bhind,477446.0,68.0,72.0
2025-01-03,Karnataka,chitradurga,577536.0,95.0,135.0
2025-01-03,Telangana,k.v. rangareddy,501506.0,110.0,309.0
2025-01-03,Karnataka,shimoga,577430.0,11.0,25.0
2025-01-03,Odisha,jajapur,754023.0,28.0,74.0
2025-01-03,Tamil Nadu,chennai,600030.0,115.0,205.0
2025-01-03,Andhra Pradesh,srikakulam,532242.0,166.0,119.0
2025-01-03,Maharashtra,kolhapur,416202.0,146.0,315.0
2025-01-03,Uttar Pradesh,unnao,209827.0,137.0,54.0
2025-01-03,Andhra Pradesh,anantapur,515402.0,26.0,61.0
2025-01-03,Kerala,thiruvananthapuram,695144.0,22.0,28.0
2025-01-03,Sikkim,south sikkim,737134.0,54.0,37.0
2025-01-03,Andhra Pradesh,khammam,507318.0,13.0,38.0
2025-01-03,Karnataka,belgaum,591265.0,120.0,79.0
2025-01-03,Karnataka,dakshina kannada,575005.0,19.0,52.0
2025-01-03,West Bengal,howrah,711317.0,10.0,8.0
2025-01-03,Punjab,jalandhar,144001.0,451.0,797.0
2025-01-03,Madhya Pradesh,chhindwara,480223.0,148.0,345.0
2025-01-03,Maharashtra,nagpur,440017.0,261.0,821.0
2025-01-03,Andhra Pradesh,chittoor,517350.0,88.0,48.0
2025-01-03,Andhra Pradesh,east godavari,533107.0,203.0,92.0
2025-01-03,Maharashtra,pune,411016.0,169.0,271.0
2025-01-03,Kerala,kozhikode,673632.0,40.0,48.0
2025-01-03,Odisha,ganjam,761109.0,173.0,363.0
2025-01-03,Maharashtra,mumbai suburban,400043.0,605.0,615.0
2025-01-03,Maharashtra,palghar,401603.0,562.0,613.0
2025-01-03,Assam,tinsukia,786182.0,20.0,59.0
2025-01-03,Maharashtra,nashik,423102.0,519.0,469.0
2025-01-03,Maharashtra,hingoli,431509.0,49.0,120.0
2025-01-03,Arunachal Pradesh,papum pare,791112.0,71.0,84.0
2025-01-03,Uttar Pradesh,gonda,271302.0,361.0,223.0
2025-01-03,Gujarat,jamnagar,361170.0,150.0,158.0
2025-01-03,Bihar,muzaffarpur,843101.0,256.0,389.0
2025-01-03,Tamil Nadu,dharmapuri,636902.0,138.0,69.0
2025-01-03,Maharashtra,pune,413110.0,237.0,198.0
2025-01-03,Uttar Pradesh,amethi,229802.0,96.0,66.0
2025-01-03,Rajasthan,kota,325208.0,46.0,51.0
2025-01-03,Telangana,adilabad,504306.0,36.0,37.0
2025-01-03,Tamil Nadu,vellore,635813.0,32.0,47.0
2025-01-03,Nagaland,dimapur,797113.0,46.0,105.0
2025-01-03,Maharashtra,satara,415537.0,45.0,90.0
2025-01-03,Andhra Pradesh,khammam,507211.0,30.0,70.0
2025-01-03,West Bengal,south twenty four parganas,743371.0,32.0,155.0
2025-01-03,Kerala,kozhikode,673302.0,17.0,35.0
2025-01-03,Telangana,jangoan,506167.0,60.0,72.0
2025-01-03,Kerala,thrissur,680661.0,17.0,15.0
2025-01-03,Andhra Pradesh,prakasam,523104.0,41.0,24.0
2025-01-03,Karnataka,belagavi,591122.0,65.0,35.0
2025-01-03,Kerala,thrissur,680520.0,21.0,13.0
2025-01-03,Bihar,rohtas,821107.0,315.0,393.0
2025-01-03,Karnataka,bengaluru,560109.0,28.0,37.0
2025-01-03,West Bengal,howrah,711102.0,102.0,174.0
2025-01-03,Andhra Pradesh,krishna,521111.0,94.0,46.0
2025-01-03,Punjab,amritsar,143413.0,65.0,207.0
2025-01-03,Uttarakhand,nainital,263157.0,159.0,200.0
2025-01-03,Andhra Pradesh,east godavari,533436.0,209.0,162.0
2025-01-03,Rajasthan,tonk,304021.0,300.0,611.0
2025-01-03,Odisha,sundergarh,769001.0,142.0,182.0
2025-01-03,Telangana,adilabad,504304.0,70.0,142.0
2025-01-03,Uttarakhand,haridwar,247662.0,102.0,158.0
2025-01-03,Uttar Pradesh,kanpur nagar,209214.0,293.0,245.0
2025-01-03,Andhra Pradesh,warangal,506145.0,14.0,43.0
2025-01-03,Uttar Pradesh,meerut,250205.0,245.0,94.0
2025-01-03,Uttar Pradesh,hathras,204214.0,446.0,104.0
2025-01-03,Rajasthan,sawai madhopur,322202.0,102.0,108.0
2025-01-03,Telangana,warangal,506112.0,99.0,60.0
2025-01-03,Gujarat,anand,388340.0,30.0,47.0
2025-01-03,Karnataka,belgaum,590005.0,58.0,127.0
2025-01-03,Uttar Pradesh,kushinagar,274408.0,26.0,48.0
2025-01-03,Kerala,kottayam,686579.0,16.0,46.0
2025-01-03,West Bengal,south 24 parganas,700100.0,18.0,43.0
2025-01-03,Karnataka,bengaluru,560095.0,28.0,46.0
2025-01-03,Uttar Pradesh,sambhal,243638.0,40.0,12.0
2025-01-03,West Bengal,north 24 parganas,743122.0,34.0,44.0
2025-01-03,Andhra Pradesh,alluri sitharama raju,533347.0,10.0,8.0
2025-01-03,West Bengal,barddhaman,713333.0,50.0,71.0
2025-01-03,Chhattisgarh,bastar,494001.0,300.0,1022.0
2025-01-03,Gujarat,rajkot,363641.0,145.0,566.0
2025-01-03,Uttar Pradesh,bara banki,225303.0,215.0,86.0
2025-01-03,Uttar Pradesh,gonda,271305.0,785.0,320.0
2025-01-03,Karnataka,bijapur,586217.0,140.0,99.0
2025-01-03,Madhya Pradesh,barwani,451660.0,343.0,428.0
2025-01-03,Rajasthan,churu,331023.0,500.0,928.0
2025-01-03,Madhya Pradesh,rewa,486440.0,409.0,258.0
2025-01-03,Madhya Pradesh,chhindwara,480557.0,64.0,161.0
2025-01-03,Karnataka,bijapur,586203.0,79.0,187.0
2025-01-03,Andhra Pradesh,kurnool,518599.0,596.0,121.0
2025-01-03,West Bengal,hooghly,712706.0,104.0,146.0
2025-01-03,Uttar Pradesh,shahjahanpur,242306.0,451.0,135.0
2025-01-03,Maharashtra,kolhapur,416216.0,240.0,343.0
2025-01-03,Telangana,komaram bheem,504295.0,21.0,58.0
2025-01-03,Maharashtra,jalna,431502.0,54.0,74.0
2025-01-03,West Bengal,murshidabad,742232.0,11.0,24.0
2025-01-03,Uttar Pradesh,sant kabir nagar,272152.0,117.0,83.0
2025-01-03,West Bengal,north 24 parganas,743710.0,39.0,72.0
2025-01-03,Assam,darrang,784525.0,36.0,34.0
2025-01-03,Tamil Nadu,tiruchirappalli,621311.0,16.0,12.0
2025-01-03,Andhra Pradesh,bapatla,523135.0,13.0,6.0
2025-01-03,Maharashtra,amravati,444719.0,164.0,570.0
2025-01-03,West Bengal,north 24 parganas,700105.0,31.0,101.0
2025-01-03,Meghalaya,east khasi hills,793111.0,35.0,59.0
2025-01-03,Andhra Pradesh,chittoor,517247.0,768.0,538.0
2025-01-03,Kerala,kasaragod,671532.0,68.0,103.0
2025-01-03,Uttar Pradesh,baghpat,250609.0,831.0,200.0
2025-01-03,Uttar Pradesh,bahraich,271830.0,938.0,285.0
2025-01-03,Telangana,mancherial,504205.0,23.0,36.0
2025-01-03,Bihar,nalanda,811104.0,212.0,413.0
2025-01-03,Andhra Pradesh,rangareddi,500037.0,41.0,214.0
2025-01-03,Maharashtra,pune,411044.0,228.0,489.0
2025-01-03,Chhattisgarh,dantewada,494441.0,58.0,110.0
2025-01-03,Madhya Pradesh,chhindwara,480110.0,81.0,359.0
2025-01-03,Tamil Nadu,villupuram,604204.0,243.0,54.0
2025-01-03,Delhi,south west delhi,110023.0,160.0,232.0
2025-01-03,Uttar Pradesh,ghazipur,233224.0,112.0,78.0
2025-01-03,Gujarat,vadodara,391520.0,46.0,108.0
2025-01-03,Bihar,patna,801502.0,59.0,72.0
2025-01-03,Andhra Pradesh,cuddapah,516396.0,63.0,26.0
2025-01-03,Himachal Pradesh,kullu,172026.0,97.0,141.0
2025-01-03,Tripura,north tripura,799288.0,23.0,96.0
2025-01-03,Uttar Pradesh,lucknow,226009.0,22.0,26.0
2025-01-03,Madhya Pradesh,gwalior,474005.0,162.0,156.0
2025-01-03,Maharashtra,akola,444511.0,164.0,233.0
2025-01-03,Odisha,khorda,751007.0,76.0,131.0
2025-01-03,Jharkhand,garhwa,822115.0,30.0,53.0
2025-01-03,Tamil Nadu,namakkal,637201.0,34.0,64.0
2025-01-03,Kerala,alappuzha,688524.0,39.0,163.0
2025-01-03,Madhya Pradesh,west nimar,451228.0,29.0,61.0
2025-01-03,Kerala,thrissur,680309.0,40.0,66.0
2025-01-03,Karnataka,tumkur,572222.0,23.0,43.0
2025-01-03,Assam,chirang,783380.0,87.0,23.0
2025-01-03,West Bengal,purba bardhaman,713502.0,12.0,43.0
2025-01-03,Jharkhand,hazaribagh,825311.0,697.0,881.0
2025-01-03,Karnataka,udupi,576213.0,47.0,29.0
2025-01-03,Andhra Pradesh,vizianagaram,535579.0,412.0,184.0
2025-01-03,Telangana,karimnagar,505301.0,313.0,276.0
2025-01-03,West Bengal,kolkata,700060.0,67.0,175.0
2025-01-03,Bihar,katihar,854106.0,299.0,556.0
2025-01-03,Odisha,gajapati,761217.0,435.0,995.0
2025-01-03,Tamil Nadu,ramanathapuram,623603.0,375.0,189.0
2025-01-03,Tamil Nadu,perambalur,621704.0,58.0,26.0
2025-01-03,Rajasthan,bikaner,334021.0,152.0,218.0
2025-01-03,Telangana,hanumakonda,506001.0,43.0,276.0
2025-01-03,Uttar Pradesh,amethi,227813.0,182.0,311.0
2025-01-03,West Bengal,barddhaman,713130.0,185.0,255.0
2025-01-03,Andhra Pradesh,east godavari,533126.0,420.0,177.0
2025-01-03,Bihar,rohtas,821308.0,76.0,141.0
2025-01-03,Karnataka,tumkur,572113.0,12.0,88.0
2025-01-03,Andhra Pradesh,west godavari,534222.0,177.0,49.0
2025-01-03,Andhra Pradesh,guntur,522007.0,64.0,90.0
2025-01-03,Odisha,koraput,764014.0,219.0,301.0
2025-01-03,Karnataka,haveri,581109.0,241.0,129.0
2025-01-03,Uttar Pradesh,muzaffarnagar,247776.0,86.0,22.0
2025-01-03,Andhra Pradesh,kurnool,518112.0,161.0,93.0
2025-01-03,Odisha,jajapur,754214.0,35.0,64.0
2025-01-03,Maharashtra,nashik,422302.0,79.0,180.0
2025-01-03,Uttar Pradesh,meerut,250502.0,377.0,157.0
2025-01-03,Telangana,rajanna sircilla,505405.0,22.0,54.0
2025-01-03,Kerala,alappuzha,690103.0,22.0,69.0
2025-01-03,Maharashtra,satara,415021.0,45.0,64.0
2025-01-03,Maharashtra,sindhudurg,416703.0,39.0,47.0
2025-01-03,Karnataka,belagavi,591125.0,32.0,17.0
2025-01-03,Sikkim,south,737128.0,35.0,53.0
2025-01-03,Goa,south goa,403801.0,36.0,26.0
2025-01-03,Tamil Nadu,villupuram,605502.0,26.0,16.0
2025-01-03,Karnataka,vijayanagara,583213.0,54.0,51.0
2025-01-03,Tamil Nadu,mayiladuthurai,609203.0,38.0,6.0
2025-01-03,Mizoram,mamit,796441.0,1659.0,234.0
2025-01-03,Uttar Pradesh,sitapur,261205.0,2383.0,439.0
2025-01-03,Madhya Pradesh,khargone,451332.0,1035.0,1639.0
2025-01-03,Rajasthan,jaipur,303001.0,152.0,212.0
2025-01-03,Maharashtra,pune,412114.0,277.0,444.0
2025-01-03,Haryana,faridabad,121012.0,16.0,9.0
2025-01-03,Punjab,jalandhar,144004.0,387.0,575.0
2025-01-03,Rajasthan,jaipur,303106.0,253.0,276.0
2025-01-03,Andhra Pradesh,kurnool,518220.0,162.0,100.0
2025-01-03,West Bengal,cooch behar,736170.0,66.0,128.0
2025-01-03,Maharashtra,wardha,442304.0,128.0,339.0
2025-01-03,Andhra Pradesh,vizianagaram,535102.0,117.0,64.0
2025-01-03,Maharashtra,latur,413515.0,496.0,660.0
2025-01-03,Karnataka,mysore,570017.0,15.0,117.0
2025-01-03,Chhattisgarh,rajnandgaon,491661.0,89.0,672.0
2025-01-03,Odisha,jagatsinghapur,754106.0,98.0,196.0
2025-01-03,Andhra Pradesh,anantapur,515405.0,16.0,34.0
2025-01-03,Andhra Pradesh,chittoor,517234.0,172.0,84.0
2025-01-03,Rajasthan,baran,325209.0,66.0,118.0
2025-01-03,Himachal Pradesh,hamirpur,177024.0,54.0,65.0
2025-01-03,Kerala,kozhikode,673016.0,51.0,66.0
2025-01-03,West Bengal,kolkata,700015.0,111.0,275.0
2025-01-03,Tamil Nadu,thiruvarur,612803.0,107.0,63.0
2025-01-03,Telangana,suryapet,508234.0,17.0,66.0
2025-01-03,Uttar Pradesh,saharanpur,247669.0,78.0,39.0
2025-01-03,Kerala,thrissur,680007.0,35.0,81.0
2025-01-03,Tamil Nadu,vellore,632013.0,147.0,49.0
2025-01-03,Maharashtra,nashik,422112.0,23.0,45.0
2025-01-03,Assam,kamrup metro,781029.0,36.0,45.0
2025-01-03,Telangana,hyderabad,500094.0,85.0,120.0
2025-01-03,Karnataka,bijapur,586121.0,18.0,30.0
2025-01-03,Tamil Nadu,salem,637301.0,217.0,299.0
2025-01-03,Madhya Pradesh,seoni,480990.0,348.0,330.0
2025-01-03,Odisha,dhenkanal,759021.0,165.0,334.0
2025-01-03,Kerala,kannur,670703.0,78.0,158.0
2025-01-03,Tamil Nadu,ramanathapuram,623533.0,54.0,123.0
2025-01-03,Maharashtra,dhule,424310.0,108.0,333.0
2025-01-03,Gujarat,porbandar,362650.0,194.0,175.0
2025-01-03,Maharashtra,palghar,401303.0,288.0,368.0
2025-01-03,Rajasthan,pali,306101.0,155.0,178.0
2025-01-03,Rajasthan,jaipur,302031.0,295.0,504.0
2025-01-03,Karnataka,ramanagar,562117.0,153.0,391.0
2025-01-03,Gujarat,bharuch,394115.0,41.0,43.0
2025-01-03,Tamil Nadu,villupuram,606213.0,267.0,52.0
2025-01-03,Chhattisgarh,bilaspur,495001.0,552.0,1605.0
2025-01-03,Chhattisgarh,korba,495455.0,83.0,19.0
2025-01-03,Uttar Pradesh,mainpuri,205267.0,231.0,153.0
2025-01-03,Uttar Pradesh,fatehpur,212631.0,632.0,378.0
2025-01-03,Maharashtra,akola,444109.0,131.0,859.0
2025-01-03,Maharashtra,mumbai,400016.0,56.0,331.0
2025-01-03,Andhra Pradesh,guntur,522412.0,218.0,81.0
2025-01-03,Madhya Pradesh,gwalior,475005.0,72.0,92.0
2025-01-03,Kerala,idukki,685584.0,11.0,36.0
2025-01-03,Rajasthan,pali,306306.0,63.0,201.0
2025-01-03,Gujarat,vadodara,391430.0,110.0,101.0
2025-01-03,Andhra Pradesh,kurnool,518218.0,243.0,106.0
2025-01-03,Manipur,imphal west,795004.0,67.0,113.0
2025-01-03,West Bengal,barddhaman,713126.0,53.0,57.0
2025-01-03,Kerala,ernakulam,683520.0,46.0,94.0
2025-01-03,Karnataka,dakshina kannada,574325.0,25.0,30.0
2025-01-03,Kerala,thrissur,680504.0,14.0,24.0
2025-01-03,Chhattisgarh,koriya,497555.0,18.0,19.0
2025-01-03,Assam,nagaon,782442.0,35.0,23.0
2025-01-03,Andhra Pradesh,annamayya,517319.0,12.0,8.0
2025-01-03,Odisha,jagatsinghpur,754111.0,12.0,49.0
2025-01-03,Andhra Pradesh,nalgonda,508223.0,10.0,69.0
2025-01-03,Gujarat,mahesana,384335.0,202.0,215.0
2025-01-03,Bihar,aurangabad,824103.0,362.0,375.0
2025-01-03,Uttar Pradesh,chandauli,232101.0,1271.0,477.0
2025-01-03,Odisha,kendujhar,758018.0,588.0,783.0
2025-01-03,Rajasthan,sikar,332404.0,181.0,287.0
2025-01-03,Uttar Pradesh,jhansi,284304.0,175.0,100.0
2025-01-03,Telangana,hyderabad,500017.0,189.0,191.0
2025-01-03,Telangana,nizamabad,503235.0,148.0,75.0
2025-01-03,Madhya Pradesh,shivpuri,473660.0,527.0,598.0
2025-01-03,Kerala,alappuzha,690502.0,87.0,125.0
2025-01-03,Odisha,kandhamal,762021.0,366.0,526.0
2025-01-03,Tamil Nadu,vellore,635752.0,123.0,120.0
2025-01-03,Maharashtra,thane,401305.0,54.0,512.0
2025-01-03,Tamil Nadu,kallakurichi,606205.0,16.0,12.0
2025-01-03,Jharkhand,pashchimi singhbhum,833215.0,113.0,113.0
2025-01-03,Maharashtra,thane,400614.0,103.0,238.0
2025-01-03,Uttar Pradesh,sant kabir nagar,272270.0,183.0,150.0
2025-01-03,Kerala,palakkad,678681.0,27.0,71.0
2025-01-03,Karnataka,dharwad,580030.0,223.0,271.0
2025-01-03,Andhra Pradesh,east godavari,533003.0,111.0,135.0
2025-01-03,Telangana,k.v. rangareddy,500076.0,172.0,235.0
2025-01-03,Kerala,thrissur,680664.0,101.0,138.0
2025-01-03,Maharashtra,pune,412110.0,96.0,101.0
2025-01-03,Maharashtra,satara,415540.0,80.0,157.0
2025-01-03,Gujarat,junagadh,362015.0,74.0,156.0
2025-01-03,Assam,sonitpur,784105.0,34.0,29.0
2025-01-03,Tamil Nadu,kallakurichi,605754.0,13.0,7.0
2025-01-03,Kerala,thiruvananthapuram,695015.0,24.0,64.0
2025-01-03,Tamil Nadu,tiruchirappalli,639112.0,26.0,64.0
2025-01-03,Tamil Nadu,viluppuram,606115.0,15.0,35.0
2025-01-03,Rajasthan,dholpur,328028.0,48.0,77.0
2025-01-03,Andhra Pradesh,ananthapuramu,515721.0,74.0,13.0
2025-01-03,Tamil Nadu,nagapattinam,609704.0,20.0,23.0
2025-01-03,Karnataka,haveri,581119.0,417.0,93.0
2025-01-03,Uttar Pradesh,kheri,262902.0,2365.0,516.0
2025-01-03,Odisha,kendrapara,754245.0,108.0,189.0
2025-01-03,Bihar,khagaria,851216.0,450.0,400.0
2025-01-03,Tripura,south tripura,799155.0,741.0,759.0
2025-01-03,Tamil Nadu,kancheepuram,600045.0,282.0,307.0
2025-01-03,Jharkhand,ranchi,835202.0,360.0,487.0
2025-01-03,Gujarat,anand,388421.0,28.0,94.0
2025-01-03,Kerala,kannur,670601.0,89.0,123.0
2025-01-03,Haryana,kaithal,136027.0,1063.0,2086.0
2025-01-03,Chhattisgarh,kawardha,491995.0,380.0,1606.0
2025-01-03,Jharkhand,chatra,825404.0,659.0,600.0
2025-01-03,Tamil Nadu,nagapattinam,609304.0,70.0,63.0
2025-01-03,Jharkhand,ranchi,835205.0,361.0,727.0
2025-01-03,Jharkhand,gumla,835227.0,130.0,351.0
2025-01-03,Jammu And Kashmir,baramula,193122.0,206.0,424.0
2025-01-03,Jharkhand,purbi singhbhum,831003.0,38.0,129.0
2025-01-03,Uttar Pradesh,jaunpur,223106.0,15.0,21.0
2025-01-03,Delhi,south west delhi,110038.0,142.0,138.0
2025-01-03,West Bengal,nadia,741248.0,68.0,111.0
2025-01-03,Gujarat,mahisagar,389232.0,55.0,51.0
2025-01-03,Jharkhand,bokaro,827014.0,46.0,129.0
2025-01-03,Telangana,k.v. rangareddy,501401.0,114.0,159.0
2025-01-03,Jharkhand,ranchi,835217.0,242.0,423.0
2025-01-03,Tamil Nadu,virudhunagar,626110.0,41.0,93.0
2025-01-03,West Bengal,north 24 parganas,700126.0,95.0,147.0
2025-01-03,Telangana,khammam,507111.0,39.0,26.0
2025-01-03,Kerala,malappuram,676517.0,103.0,147.0
2025-01-03,Karnataka,bagalkot,587314.0,92.0,105.0
2025-01-03,Andhra Pradesh,anakapalli,531001.0,19.0,28.0
2025-01-03,Maharashtra,ahmadnagar,414602.0,31.0,69.0
2025-01-03,Kerala,kannur,670303.0,18.0,25.0
2025-01-03,Bihar,bhagalpur,813223.0,121.0,86.0
2025-01-03,Karnataka,ballari,583113.0,42.0,33.0
2025-01-03,Gujarat,navsari,396424.0,28.0,53.0
2025-01-03,Uttar Pradesh,sultanpur,227815.0,29.0,16.0
2025-01-03,Telangana,yadadri.,508105.0,21.0,10.0
2025-01-03,West Bengal,murshidabad,742406.0,143.0,214.0
2025-01-03,Uttar Pradesh,bara banki,225413.0,424.0,175.0
2025-01-03,Kerala,kollam,691502.0,33.0,134.0
2025-01-03,Madhya Pradesh,guna,473115.0,500.0,340.0
2025-01-03,Madhya Pradesh,raisen,464671.0,132.0,248.0
2025-01-03,Manipur,chandel,795127.0,63.0,344.0
2025-01-03,Uttar Pradesh,ballia,221716.0,215.0,220.0
2025-01-03,Uttar Pradesh,farrukhabad,209601.0,447.0,192.0
2025-01-03,Bihar,east champaran,845424.0,308.0,371.0
2025-01-03,Rajasthan,bharatpur,321403.0,77.0,217.0
2025-01-03,Andhra Pradesh,chittoor,517424.0,576.0,206.0
2025-01-03,Telangana,nalgonda,508204.0,164.0,79.0
2025-01-03,West Bengal,north 24 parganas,743446.0,95.0,132.0
2025-01-03,Jharkhand,sahibganj,816101.0,51.0,194.0
2025-01-03,Maharashtra,akola,444117.0,34.0,101.0
2025-01-03,Rajasthan,ganganagar,335002.0,49.0,85.0
2025-01-03,Telangana,siddipet,502279.0,33.0,24.0
2025-01-03,Maharashtra,jalna,431206.0,274.0,390.0
2025-01-03,Chhattisgarh,kanker,494334.0,55.0,247.0
2025-01-03,Jharkhand,ranchi,835301.0,354.0,677.0
2025-01-03,Tamil Nadu,krishnagiri,635103.0,168.0,103.0
2025-01-03,Karnataka,bengaluru,560020.0,37.0,54.0
2025-01-03,Rajasthan,rajsamand,313011.0,38.0,48.0
2025-01-03,Tamil Nadu,coimbatore,641007.0,119.0,299.0
2025-01-03,Assam,cachar,788026.0,37.0,78.0
2025-01-03,Kerala,thiruvananthapuram,695011.0,49.0,111.0
2025-01-03,Uttar Pradesh,ghaziabad,201013.0,106.0,113.0
2025-01-03,Karnataka,dakshina kannada,575018.0,26.0,75.0
2025-01-03,West Bengal,haora,711316.0,50.0,81.0
2025-01-03,Bihar,patna,801118.0,16.0,40.0
2025-01-03,Odisha,kandhamal,762022.0,15.0,91.0
2025-01-03,Kerala,pathanamthitta,689582.0,32.0,52.0
2025-01-03,Andhra Pradesh,alluri sitharama raju,507111.0,16.0,21.0
2025-01-03,Kerala,kozhikode,673502.0,39.0,61.0
2025-01-03,Odisha,angul,759116.0,11.0,27.0
2025-01-03,Karnataka,bagalkot,587155.0,74.0,91.0
2025-01-03,Gujarat,dahod,389151.0,1305.0,1221.0
2025-01-03,Uttar Pradesh,agra,282003.0,347.0,322.0
2025-01-03,Haryana,faridabad,121003.0,588.0,990.0
2025-01-03,Gujarat,bhavnagar,364006.0,184.0,186.0
2025-01-03,Haryana,jhajjar,124507.0,804.0,943.0
2025-01-03,Madhya Pradesh,mandsaur,458553.0,134.0,269.0
2025-01-03,Punjab,fatehgarh sahib,140406.0,428.0,861.0
2025-01-03,Karnataka,shivamogga,577429.0,74.0,60.0
2025-01-03,West Bengal,barddhaman,713425.0,12.0,9.0
2025-01-03,Kerala,palakkad,678555.0,110.0,110.0
2025-01-03,Telangana,mahabubnagar,509410.0,63.0,53.0
2025-01-03,Jharkhand,seraikela-kharsawan,831013.0,310.0,272.0
2025-01-03,Rajasthan,chittorgarh,323305.0,43.0,33.0
2025-01-03,Uttar Pradesh,kaushambi,212201.0,1055.0,348.0
2025-01-03,Tamil Nadu,perambalur,621118.0,60.0,113.0
2025-01-03,Madhya Pradesh,khandwa,450337.0,126.0,99.0
2025-01-03,Maharashtra,kolhapur,416007.0,89.0,152.0
2025-01-03,Tamil Nadu,kanniyakumari,629158.0,23.0,53.0
2025-01-03,Punjab,ludhiana,141418.0,56.0,115.0
2025-01-03,Tamil Nadu,krishnagiri,635118.0,319.0,331.0
2025-01-03,Andhra Pradesh,adilabad,504299.0,91.0,340.0
2025-01-03,Odisha,koraput,763008.0,136.0,154.0
2025-01-03,Karnataka,mysuru,571122.0,26.0,17.0
2025-01-03,Karnataka,gulbarga,585313.0,54.0,137.0
2025-01-03,Madhya Pradesh,datia,475335.0,178.0,198.0
2025-01-03,Kerala,thiruvananthapuram,695009.0,90.0,266.0
2025-01-03,Rajasthan,chittorgarh,312202.0,92.0,136.0
2025-01-03,Punjab,fatehgarh sahib,140407.0,26.0,59.0
2025-01-03,Tamil Nadu,the nilgiris,643211.0,296.0,265.0
2025-01-03,West Bengal,paschim medinipur,721443.0,50.0,73.0
2025-01-03,Karnataka,bellary,583102.0,106.0,219.0
2025-01-03,Uttar Pradesh,barabanki,225412.0,21.0,44.0
2025-01-03,Karnataka,belgaum,591316.0,48.0,100.0
2025-01-03,Nagaland,mon,798602.0,54.0,132.0
2025-01-03,West Bengal,north 24 parganas,743435.0,62.0,127.0
2025-01-03,Uttar Pradesh,amethi,229126.0,61.0,25.0
2025-01-03,Tamil Nadu,thoothukkudi,628218.0,15.0,52.0
2025-01-03,Karnataka,tumkur,572218.0,86.0,176.0
2025-01-03,Tamil Nadu,tiruppur,641668.0,54.0,62.0
2025-01-03,Andhra Pradesh,krishna,521311.0,34.0,48.0
2025-01-03,Gujarat,navsari,396427.0,24.0,34.0
2025-01-03,Andhra Pradesh,adilabad,504207.0,22.0,79.0
2025-01-03,Karnataka,tumakuru,572135.0,15.0,32.0
2025-01-03,Jharkhand,gumla,835234.0,14.0,28.0
2025-01-03,Gujarat,vadodara,391346.0,11.0,12.0
2025-01-03,Nagaland,tuensang,798612.0,192.0,510.0
2025-01-03,Rajasthan,alwar,321633.0,94.0,193.0
2025-01-03,Chhattisgarh,surajpur,497225.0,36.0,196.0
2025-01-03,Punjab,patiala,147001.0,1147.0,2485.0
2025-01-03,Tamil Nadu,salem,636112.0,399.0,302.0
2025-01-03,Telangana,warangal,506101.0,235.0,195.0
2025-01-03,Rajasthan,dholpur,328001.0,425.0,542.0
2025-01-03,Bihar,gopalganj,841426.0,698.0,734.0
2025-01-03,Maharashtra,sangli,415412.0,53.0,143.0
2025-01-03,Andhra Pradesh,visakhapatnam,531031.0,270.0,130.0
