date,state,district,pincode,demo_age_5_17,demo_age_17_
2025-12-02,Andhra Pradesh,west godavari,534269,1.0,5.0
2025-12-02,Andhra Pradesh,west godavari,534301,5.0,22.0
2025-12-02,Andhra Pradesh,west godavari,534302,1.0,9.0
2025-12-02,Andhra Pradesh,west godavari,534318,0.0,5.0
2025-12-02,Andhra Pradesh,west godavari,534324,0.0,5.0
2025-12-02,Andhra Pradesh,west godavari,534326,0.0,8.0
2025-12-02,Andhra Pradesh,west godavari,534329,1.0,7.0
2025-12-02,Andhra Pradesh,west godavari,534342,1.0,8.0
2025-12-02,Andhra Pradesh,west godavari,534350,6.0,23.0
2025-12-02,Andhra Pradesh,west godavari,534401,0.0,7.0
2025-12-02,Andhra Pradesh,west godavari,534406,4.0,6.0
2025-12-02,Andhra Pradesh,west godavari,534432,1.0,3.0
2025-12-02,Andhra Pradesh,west godavari,534447,4.0,22.0
2025-12-02,Andhra Pradesh,west godavari,534452,4.0,4.0
2025-12-02,Andhra Pradesh,west godavari,534475,2.0,11.0
2025-12-02,Andhra Pradesh,y. s. r,516003,1.0,17.0
2025-12-02,Andhra Pradesh,y. s. r,516310,1.0,0.0
2025-12-02,Andhra Pradesh,y. s. r,516321,0.0,1.0
2025-12-02,Andhra Pradesh,y. s. r,516339,1.0,1.0
2025-12-02,Andhra Pradesh,y. s. r,516360,1.0,16.0
2025-12-02,Andhra Pradesh,y. s. r,516390,0.0,8.0
2025-12-02,Andhra Pradesh,y. s. r,516401,0.0,1.0
2025-12-02,Andhra Pradesh,y. s. r,516444,0.0,2.0
2025-12-02,Andhra Pradesh,y. s. r,516474,0.0,1.0
2025-12-02,Andhra Pradesh,y. s. r,516501,0.0,1.0
2025-12-02,Andhra Pradesh,y. s. r,516503,0.0,2.0
2025-12-02,Arunachal Pradesh,changlang,792120,0.0,3.0
2025-12-02,Arunachal Pradesh,dibang valley,792101,0.0,2.0
2025-12-02,Arunachal Pradesh,east siang,791102,2.0,11.0
2025-12-02,Arunachal Pradesh,kra daadi,791118,2.0,17.0
2025-12-02,Arunachal Pradesh,lohit,792111,0.0,5.0
2025-12-02,Arunachal Pradesh,longding,792131,0.0,16.0
2025-12-02,Arunachal Pradesh,lower dibang valley,792110,5.0,18.0
2025-12-02,Arunachal Pradesh,lower subansiri,791119,1.0,1.0
2025-12-02,Arunachal Pradesh,papum pare,791112,1.0,10.0
2025-12-02,Arunachal Pradesh,papum pare,791123,2.0,8.0
2025-12-02,Arunachal Pradesh,tawang,790106,0.0,5.0
2025-12-02,Arunachal Pradesh,west kameng,790002,0.0,2.0
2025-12-02,Arunachal Pradesh,west kameng,790114,0.0,1.0
2025-12-02,Arunachal Pradesh,west siang,791101,4.0,5.0
2025-12-02,Arunachal Pradesh,west siang,791125,0.0,1.0
2025-12-02,Assam,bajali,781313,0.0,1.0
2025-12-02,Assam,baksa,781328,0.0,8.0
2025-12-02,Assam,baksa,781343,0.0,5.0
2025-12-02,Assam,baksa,781346,1.0,8.0
2025-12-02,Assam,baksa,781368,4.0,10.0
2025-12-02,Assam,baksa,781373,0.0,3.0
2025-12-02,Assam,barpeta,781307,0.0,15.0
2025-12-02,Assam,barpeta,781312,1.0,11.0
2025-12-02,Assam,barpeta,781317,1.0,36.0
2025-12-02,Assam,barpeta,781321,2.0,36.0
2025-12-02,Assam,biswanath,784175,2.0,16.0
2025-12-02,Assam,biswanath,784176,2.0,18.0
2025-12-02,Assam,biswanath,784179,1.0,6.0
2025-12-02,Assam,cachar,788001,2.0,21.0
2025-12-02,Assam,cachar,788010,0.0,2.0
2025-12-02,Assam,cachar,788014,0.0,2.0
2025-12-02,Assam,cachar,788015,0.0,5.0
2025-12-02,Assam,cachar,788026,0.0,4.0
2025-12-02,Assam,cachar,788031,1.0,8.0
2025-12-02,Assam,cachar,788106,1.0,9.0
2025-12-02,Assam,cachar,788113,0.0,18.0
2025-12-02,Assam,cachar,788114,0.0,4.0
2025-12-02,Assam,cachar,788119,1.0,34.0
2025-12-02,Assam,cachar,788121,0.0,4.0
2025-12-02,Assam,cachar,788805,1.0,19.0
2025-12-02,Assam,cachar,788815,4.0,38.0
2025-12-02,Assam,chirang,783381,0.0,4.0
2025-12-02,Assam,chirang,783390,3.0,33.0
2025-12-02,Assam,chirang,783392,0.0,6.0
2025-12-02,Assam,darrang,784115,7.0,41.0
2025-12-02,Assam,darrang,784144,0.0,6.0
2025-12-02,Assam,darrang,784190,1.0,14.0
2025-12-02,Assam,darrang,784514,2.0,16.0
2025-12-02,Assam,dhemaji,787053,0.0,4.0
2025-12-02,Assam,dhubri,783127,6.0,47.0
2025-12-02,Assam,dhubri,783323,4.0,33.0
2025-12-02,Assam,dhubri,783331,10.0,62.0
2025-12-02,Assam,dhubri,783334,6.0,57.0
2025-12-02,Assam,dhubri,783339,7.0,108.0
2025-12-02,Assam,dhubri,783371,1.0,33.0
2025-12-02,Assam,dibrugarh,785675,1.0,23.0
2025-12-02,Assam,dibrugarh,785676,0.0,5.0
2025-12-02,Assam,dibrugarh,786103,0.0,7.0
2025-12-02,Assam,goalpara,783132,6.0,28.0
2025-12-02,Assam,goalpara,783133,0.0,2.0
2025-12-02,Assam,golaghat,785601,1.0,31.0
2025-12-02,Assam,golaghat,785615,0.0,6.0
2025-12-02,Assam,golaghat,785622,0.0,5.0
2025-12-02,Assam,golaghat,785702,1.0,25.0
2025-12-02,Assam,hailakandi,788113,0.0,15.0
2025-12-02,Assam,hailakandi,788162,1.0,13.0
2025-12-02,Assam,hailakandi,788168,1.0,1.0
2025-12-02,Assam,hailakandi,788720,0.0,1.0
2025-12-02,Assam,hailakandi,788801,4.0,35.0
2025-12-02,Assam,hailakandi,788802,0.0,1.0
2025-12-02,Assam,hojai,782445,1.0,13.0
2025-12-02,Assam,jorhat,785010,1.0,7.0
2025-12-02,Assam,jorhat,785101,0.0,5.0
2025-12-02,Assam,jorhat,785104,0.0,6.0
2025-12-02,Assam,jorhat,785105,0.0,7.0
2025-12-02,Assam,jorhat,785107,0.0,8.0
2025-12-02,Assam,jorhat,785111,0.0,2.0
2025-12-02,Assam,jorhat,785634,0.0,20.0
2025-12-02,Assam,jorhat,785635,1.0,12.0
2025-12-02,Assam,jorhat,785682,0.0,2.0
2025-12-02,Assam,kamrup,781102,2.0,36.0
2025-12-02,Assam,kamrup,781127,1.0,39.0
2025-12-02,Assam,kamrup,781132,1.0,11.0
2025-12-02,Assam,kamrup,781354,1.0,36.0
2025-12-02,Assam,kamrup,781382,0.0,7.0
2025-12-02,Assam,kamrup metro,781010,1.0,1.0
2025-12-02,Assam,kamrup metro,781011,2.0,16.0
2025-12-02,Assam,kamrup metro,781014,1.0,3.0
2025-12-02,Assam,kamrup metro,781015,0.0,1.0
2025-12-02,Assam,kamrup metro,781022,1.0,11.0
2025-12-02,Assam,kamrup metro,781028,0.0,10.0
2025-12-02,Assam,karbi anglong,782435,0.0,2.0
2025-12-02,Assam,karbi anglong,782460,4.0,14.0
2025-12-02,Assam,karbi anglong,782461,1.0,7.0
2025-12-02,Assam,karimganj,788166,4.0,10.0
2025-12-02,Assam,karimganj,788709,0.0,12.0
2025-12-03,Andaman & Nicobar Islands,andamans,744103,0.0,1.0
2025-12-03,Andaman And Nicobar Islands,north and middle andaman,744201,0.0,6.0
2025-12-03,Andaman And Nicobar Islands,south andaman,744101,0.0,2.0
2025-12-03,Andaman And Nicobar Islands,south andaman,744105,0.0,20.0
2025-12-03,Andaman And Nicobar Islands,south andaman,744106,0.0,3.0
2025-12-03,Andaman And Nicobar Islands,south andaman,744207,0.0,6.0
2025-12-03,Andaman And Nicobar Islands,south andaman,744211,0.0,1.0
2025-12-03,Andhra Pradesh,adilabad,504101,0.0,3.0
2025-12-03,Andhra Pradesh,adilabad,504104,0.0,1.0
2025-12-03,Andhra Pradesh,adilabad,504201,0.0,4.0
2025-12-03,Andhra Pradesh,adilabad,504204,0.0,3.0
2025-12-03,Andhra Pradesh,adilabad,504214,2.0,3.0
2025-12-03,Andhra Pradesh,adilabad,504215,0.0,4.0
2025-12-03,Andhra Pradesh,adilabad,504231,2.0,10.0
2025-12-03,Andhra Pradesh,adilabad,504309,0.0,5.0
2025-12-03,Andhra Pradesh,adilabad,504312,0.0,5.0
2025-12-03,Andhra Pradesh,adilabad,504323,0.0,1.0
2025-12-03,Andhra Pradesh,adilabad,504346,0.0,2.0
2025-12-03,Andhra Pradesh,alluri sitharama raju,507111,0.0,2.0
2025-12-03,Andhra Pradesh,alluri sitharama raju,507121,0.0,1.0
2025-12-03,Andhra Pradesh,alluri sitharama raju,531029,0.0,9.0
2025-12-03,Andhra Pradesh,alluri sitharama raju,531040,3.0,11.0
2025-12-03,Andhra Pradesh,alluri sitharama raju,531133,0.0,1.0
2025-12-03,Andhra Pradesh,alluri sitharama raju,533288,0.0,5.0
2025-12-03,Andhra Pradesh,alluri sitharama raju,533483,0.0,4.0
2025-12-03,Andhra Pradesh,anakapalli,531001,2.0,10.0
2025-12-03,Andhra Pradesh,anakapalli,531019,0.0,3.0
2025-12-03,Andhra Pradesh,anakapalli,531027,1.0,2.0
2025-12-03,Andhra Pradesh,anakapalli,531028,0.0,3.0
2025-12-03,Andhra Pradesh,anantapur,515001,2.0,36.0
2025-12-03,Andhra Pradesh,anantapur,515122,0.0,5.0
2025-12-03,Andhra Pradesh,anantapur,515164,0.0,2.0
2025-12-03,Andhra Pradesh,anantapur,515231,1.0,11.0
2025-12-03,Andhra Pradesh,anantapur,515291,0.0,2.0
2025-12-03,Andhra Pradesh,anantapur,515303,0.0,1.0
2025-12-03,Andhra Pradesh,anantapur,515414,1.0,5.0
2025-12-03,Andhra Pradesh,anantapur,515455,0.0,6.0
2025-12-03,Andhra Pradesh,anantapur,515465,1.0,8.0
2025-12-03,Andhra Pradesh,anantapur,515501,1.0,7.0
2025-12-03,Andhra Pradesh,anantapur,515541,1.0,2.0
2025-12-03,Andhra Pradesh,anantapur,515556,1.0,2.0
2025-12-03,Andhra Pradesh,anantapur,515571,0.0,7.0
2025-12-03,Andhra Pradesh,anantapur,515611,2.0,5.0
2025-12-03,Andhra Pradesh,anantapur,515671,1.0,12.0
2025-12-03,Andhra Pradesh,anantapur,515731,1.0,6.0
2025-12-03,Andhra Pradesh,anantapur,515761,3.0,11.0
2025-12-03,Andhra Pradesh,anantapur,515763,0.0,3.0
2025-12-03,Andhra Pradesh,anantapur,515766,1.0,3.0
2025-12-03,Andhra Pradesh,anantapur,515787,0.0,4.0
2025-12-03,Andhra Pradesh,anantapur,515801,2.0,11.0
2025-12-03,Andhra Pradesh,ananthapur,515144,1.0,0.0
2025-12-03,Andhra Pradesh,ananthapur,515159,1.0,0.0
2025-12-03,Andhra Pradesh,ananthapur,515164,2.0,0.0
2025-12-03,Andhra Pradesh,ananthapur,515231,2.0,6.0
2025-12-03,Andhra Pradesh,ananthapur,515271,2.0,1.0
2025-12-03,Andhra Pradesh,ananthapur,515286,0.0,1.0
2025-12-03,Andhra Pradesh,ananthapur,515405,1.0,2.0
2025-12-03,Andhra Pradesh,ananthapur,515425,1.0,2.0
2025-12-03,Andhra Pradesh,ananthapur,515435,1.0,0.0
2025-12-03,Andhra Pradesh,ananthapur,515511,1.0,0.0
2025-12-03,Andhra Pradesh,ananthapur,515521,1.0,3.0
2025-12-03,Andhra Pradesh,ananthapur,515531,0.0,2.0
2025-12-03,Andhra Pradesh,ananthapur,515661,0.0,4.0
2025-12-03,Andhra Pradesh,ananthapur,515671,0.0,9.0
2025-12-03,Andhra Pradesh,ananthapur,515801,2.0,4.0
2025-12-03,Andhra Pradesh,ananthapuramu,515201,2.0,5.0
2025-12-03,Andhra Pradesh,ananthapuramu,515305,0.0,1.0
2025-12-03,Andhra Pradesh,ananthapuramu,515408,0.0,1.0
2025-12-03,Andhra Pradesh,ananthapuramu,515435,0.0,2.0
2025-12-03,Andhra Pradesh,ananthapuramu,515501,0.0,1.0
2025-12-03,Andhra Pradesh,ananthapuramu,515571,0.0,1.0
2025-12-03,Andhra Pradesh,ananthapuramu,515671,3.0,10.0
2025-12-03,Andhra Pradesh,ananthapuramu,515672,1.0,6.0
2025-12-03,Andhra Pradesh,ananthapuramu,515701,1.0,15.0
2025-12-03,Andhra Pradesh,ananthapuramu,515765,0.0,1.0
2025-12-03,Andhra Pradesh,ananthapuramu,515787,1.0,2.0
2025-12-03,Andhra Pradesh,ananthapuramu,515801,6.0,16.0
2025-12-03,Andhra Pradesh,ananthapuramu,515822,1.0,1.0
2025-12-03,Andhra Pradesh,annamayya,516104,0.0,1.0
2025-12-03,Andhra Pradesh,annamayya,516107,0.0,3.0
2025-12-03,Andhra Pradesh,annamayya,516257,0.0,4.0
2025-12-03,Andhra Pradesh,annamayya,516268,0.0,1.0
2025-12-03,Andhra Pradesh,annamayya,516270,0.0,2.0
2025-12-03,Andhra Pradesh,annamayya,517235,0.0,2.0
2025-12-03,Andhra Pradesh,bapatla,522211,0.0,1.0
2025-12-03,Andhra Pradesh,bapatla,522212,0.0,1.0
2025-12-03,Andhra Pradesh,bapatla,522256,0.0,2.0
2025-12-03,Andhra Pradesh,bapatla,522324,2.0,1.0
2025-12-03,Andhra Pradesh,bapatla,523135,0.0,1.0
2025-12-03,Andhra Pradesh,bapatla,523155,1.0,2.0
2025-12-03,Andhra Pradesh,bapatla,523157,0.0,4.0
2025-12-03,Andhra Pradesh,bapatla,523168,0.0,2.0
2025-12-03,Andhra Pradesh,bapatla,523169,0.0,2.0
2025-12-03,Andhra Pradesh,bapatla,523186,0.0,1.0
2025-12-03,Andhra Pradesh,bapatla,523212,0.0,1.0
2025-12-03,Andhra Pradesh,chittoor,517101,3.0,2.0
2025-12-03,Andhra Pradesh,chittoor,517128,2.0,4.0
2025-12-03,Andhra Pradesh,chittoor,517132,1.0,5.0
2025-12-03,Andhra Pradesh,chittoor,517325,9.0,50.0
2025-12-03,Andhra Pradesh,chittoor,517350,0.0,9.0
2025-12-03,Andhra Pradesh,chittoor,517401,1.0,9.0
2025-12-03,Andhra Pradesh,chittoor,517414,0.0,2.0
2025-12-03,Andhra Pradesh,chittoor,517416,1.0,18.0
2025-12-03,Andhra Pradesh,chittoor,517417,1.0,7.0
2025-12-03,Andhra Pradesh,chittoor,517424,4.0,23.0
2025-12-03,Andhra Pradesh,chittoor,517569,3.0,4.0
2025-12-03,Andhra Pradesh,chittoor,517591,1.0,9.0
2025-12-03,Andhra Pradesh,chittoor,517592,1.0,10.0
2025-12-03,Andhra Pradesh,cuddapah,516002,4.0,21.0
2025-12-03,Andhra Pradesh,cuddapah,516003,9.0,27.0
2025-12-03,Andhra Pradesh,cuddapah,516004,1.0,5.0
2025-12-03,Andhra Pradesh,cuddapah,516127,0.0,5.0
2025-12-03,Andhra Pradesh,cuddapah,516128,0.0,4.0
2025-12-03,Andhra Pradesh,cuddapah,516130,0.0,7.0
2025-12-03,Andhra Pradesh,cuddapah,516162,4.0,7.0
2025-12-03,Andhra Pradesh,cuddapah,516193,2.0,14.0
2025-12-03,Andhra Pradesh,cuddapah,516213,1.0,4.0
2025-12-03,Andhra Pradesh,cuddapah,516227,0.0,18.0
2025-12-03,Andhra Pradesh,cuddapah,516237,0.0,1.0
2025-12-03,Andhra Pradesh,cuddapah,516268,0.0,8.0
2025-12-03,Andhra Pradesh,cuddapah,516309,3.0,6.0
2025-12-03,Andhra Pradesh,cuddapah,516339,0.0,3.0
2025-12-03,Andhra Pradesh,cuddapah,516356,0.0,1.0
2025-12-03,Andhra Pradesh,cuddapah,516380,1.0,6.0
2025-12-03,Andhra Pradesh,cuddapah,516396,1.0,7.0
2025-12-03,Andhra Pradesh,cuddapah,516421,0.0,2.0
2025-12-03,Andhra Pradesh,cuddapah,516431,0.0,1.0
2025-12-03,Andhra Pradesh,cuddapah,516454,1.0,2.0
2025-12-03,Andhra Pradesh,cuddapah,516464,0.0,1.0
2025-12-03,Andhra Pradesh,cuddapah,516505,1.0,2.0
2025-12-03,Andhra Pradesh,dr. b. r. ambedkar konaseema,533214,0.0,4.0
2025-12-03,Andhra Pradesh,dr. b. r. ambedkar konaseema,533215,0.0,1.0
2025-12-03,Andhra Pradesh,dr. b. r. ambedkar konaseema,533232,3.0,1.0
2025-12-03,Andhra Pradesh,dr. b. r. ambedkar konaseema,533244,0.0,7.0
2025-12-03,Andhra Pradesh,dr. b. r. ambedkar konaseema,533247,0.0,1.0
2025-12-03,Andhra Pradesh,dr. b. r. ambedkar konaseema,533251,1.0,1.0
2025-12-03,Andhra Pradesh,dr. b. r. ambedkar konaseema,533261,2.0,2.0
2025-12-03,Andhra Pradesh,dr. b. r. ambedkar konaseema,533274,0.0,1.0
2025-12-03,Andhra Pradesh,dr. b. r. ambedkar konaseema,533307,0.0,2.0
2025-12-03,Andhra Pradesh,dr. b. r. ambedkar konaseema,533340,0.0,1.0
2025-12-03,Andhra Pradesh,east godavari,533001,5.0,20.0
2025-12-03,Andhra Pradesh,east godavari,533002,2.0,18.0
2025-12-03,Andhra Pradesh,east godavari,533101,19.0,72.0
2025-12-03,Andhra Pradesh,east godavari,533126,4.0,17.0
2025-12-03,Andhra Pradesh,east godavari,533216,1.0,14.0
2025-12-03,Andhra Pradesh,east godavari,533223,2.0,7.0
2025-12-03,Andhra Pradesh,east godavari,533239,0.0,1.0
2025-12-03,Andhra Pradesh,east godavari,533241,0.0,2.0
2025-12-03,Andhra Pradesh,east godavari,533244,3.0,15.0
2025-12-03,Andhra Pradesh,east godavari,533249,2.0,7.0
2025-12-03,Andhra Pradesh,east godavari,533261,0.0,4.0
2025-12-03,Andhra Pradesh,east godavari,533262,0.0,8.0
2025-12-03,Andhra Pradesh,east godavari,533290,1.0,6.0
2025-12-03,Andhra Pradesh,east godavari,533291,0.0,8.0
2025-12-03,Andhra Pradesh,east godavari,533292,2.0,3.0
2025-12-03,Andhra Pradesh,east godavari,533344,0.0,5.0
2025-12-03,Andhra Pradesh,east godavari,533401,4.0,29.0
2025-12-03,Andhra Pradesh,east godavari,533435,3.0,23.0
2025-12-03,Andhra Pradesh,east godavari,533446,2.0,15.0
2025-12-03,Andhra Pradesh,east godavari,534305,1.0,1.0
2025-12-03,Andhra Pradesh,east godavari,534313,1.0,6.0
2025-12-03,Andhra Pradesh,east godavari,534318,0.0,2.0
2025-12-03,Andhra Pradesh,east godavari,534331,0.0,1.0
2025-12-03,Andhra Pradesh,east godavari,534340,0.0,1.0
2025-12-03,Andhra Pradesh,east godavari,534350,2.0,8.0
2025-12-03,Andhra Pradesh,eluru,521213,0.0,3.0
2025-12-03,Andhra Pradesh,eluru,521329,0.0,2.0
2025-12-03,Andhra Pradesh,eluru,521344,0.0,7.0
2025-12-03,Andhra Pradesh,eluru,534002,0.0,3.0
2025-12-03,Andhra Pradesh,eluru,534007,0.0,5.0
2025-12-03,Andhra Pradesh,eluru,534311,1.0,3.0
2025-12-03,Andhra Pradesh,eluru,534401,0.0,1.0
2025-12-03,Andhra Pradesh,eluru,534425,1.0,6.0
2025-12-03,Andhra Pradesh,eluru,534447,1.0,6.0
2025-12-03,Andhra Pradesh,eluru,534467,0.0,1.0
2025-12-03,Andhra Pradesh,guntur,522003,7.0,29.0
2025-12-03,Andhra Pradesh,guntur,522016,0.0,8.0
2025-12-03,Andhra Pradesh,guntur,522211,1.0,7.0
2025-12-03,Andhra Pradesh,guntur,522213,1.0,8.0
2025-12-03,Andhra Pradesh,guntur,522256,1.0,9.0
2025-12-03,Andhra Pradesh,guntur,522258,1.0,3.0
2025-12-03,Andhra Pradesh,guntur,522262,4.0,7.0
2025-12-03,Andhra Pradesh,guntur,522264,2.0,5.0
2025-12-03,Andhra Pradesh,guntur,522302,0.0,3.0
2025-12-03,Andhra Pradesh,guntur,522312,0.0,4.0
2025-12-03,Andhra Pradesh,guntur,522318,1.0,2.0
2025-12-03,Andhra Pradesh,guntur,522325,0.0,3.0
2025-12-03,Andhra Pradesh,guntur,522412,1.0,3.0
2025-12-03,Andhra Pradesh,guntur,522413,6.0,31.0
2025-12-03,Andhra Pradesh,guntur,522438,0.0,13.0
2025-12-03,Andhra Pradesh,guntur,522549,2.0,10.0
2025-12-03,Andhra Pradesh,guntur,522619,1.0,3.0
2025-12-03,Andhra Pradesh,guntur,522626,1.0,4.0
2025-12-03,Andhra Pradesh,guntur,522647,5.0,16.0
2025-12-03,Andhra Pradesh,guntur,522649,0.0,4.0
2025-12-03,Andhra Pradesh,hyderabad,500001,1.0,12.0
2025-12-03,Andhra Pradesh,hyderabad,500006,1.0,10.0
2025-12-03,Andhra Pradesh,hyderabad,500008,3.0,35.0
2025-12-03,Andhra Pradesh,hyderabad,500018,0.0,1.0
2025-12-03,Andhra Pradesh,hyderabad,500020,1.0,10.0
2025-12-03,Andhra Pradesh,hyderabad,500038,0.0,5.0
2025-12-03,Andhra Pradesh,hyderabad,500042,0.0,3.0
2025-12-03,Andhra Pradesh,hyderabad,500047,0.0,2.0
2025-12-03,Andhra Pradesh,hyderabad,500050,1.0,6.0
2025-12-03,Andhra Pradesh,hyderabad,500064,1.0,25.0
2025-12-03,Andhra Pradesh,hyderabad,500072,1.0,8.0
2025-12-03,Andhra Pradesh,hyderabad,500073,0.0,7.0
2025-12-03,Andhra Pradesh,hyderabad,500082,0.0,1.0
2025-12-03,Andhra Pradesh,hyderabad,500085,0.0,4.0
2025-12-03,Andhra Pradesh,k.v.rangareddy,501401,0.0,1.0
2025-12-03,Andhra Pradesh,k.v.rangareddy,509335,0.0,1.0
2025-12-03,Andhra Pradesh,k.v. rangareddy,501101,0.0,1.0
2025-12-03,Andhra Pradesh,k.v. rangareddy,501503,0.0,1.0
2025-12-03,Andhra Pradesh,kakinada,533005,4.0,32.0
2025-12-03,Andhra Pradesh,kakinada,533006,1.0,7.0
2025-12-03,Andhra Pradesh,kakinada,533016,1.0,6.0
2025-12-03,Andhra Pradesh,kakinada,533344,0.0,11.0
2025-12-03,Andhra Pradesh,kakinada,533407,0.0,3.0
2025-12-03,Andhra Pradesh,kakinada,533429,0.0,5.0
2025-12-03,Andhra Pradesh,kakinada,533431,0.0,1.0
2025-12-03,Andhra Pradesh,kakinada,533432,1.0,0.0
2025-12-03,Andhra Pradesh,kakinada,533433,0.0,5.0
2025-12-03,Andhra Pradesh,kakinada,533435,2.0,14.0
2025-12-03,Andhra Pradesh,kakinada,533446,0.0,2.0
2025-12-03,Andhra Pradesh,kakinada,533449,0.0,5.0
2025-12-03,Andhra Pradesh,kakinada,533450,1.0,6.0
2025-12-03,Andhra Pradesh,karim nagar,505152,0.0,1.0
2025-12-03,Andhra Pradesh,karim nagar,505301,0.0,1.0
2025-12-03,Andhra Pradesh,karim nagar,505469,0.0,1.0
2025-12-03,Andhra Pradesh,karimnagar,505172,0.0,1.0
2025-12-03,Andhra Pradesh,karimnagar,505186,0.0,3.0
2025-12-03,Andhra Pradesh,karimnagar,505187,0.0,3.0
2025-12-03,Andhra Pradesh,karimnagar,505208,0.0,4.0
2025-12-03,Andhra Pradesh,karimnagar,505330,0.0,1.0
2025-12-03,Andhra Pradesh,karimnagar,505445,0.0,5.0
2025-12-03,Andhra Pradesh,karimnagar,505472,0.0,3.0
2025-12-03,Andhra Pradesh,karimnagar,505474,0.0,6.0
2025-12-03,Andhra Pradesh,karimnagar,505505,0.0,6.0
2025-12-03,Andhra Pradesh,karimnagar,505528,0.0,1.0
2025-12-03,Andhra Pradesh,khammam,507111,0.0,6.0
2025-12-03,Andhra Pradesh,khammam,507116,0.0,3.0
2025-12-03,Andhra Pradesh,khammam,507119,1.0,3.0
2025-12-03,Andhra Pradesh,khammam,507140,0.0,3.0
2025-12-03,Andhra Pradesh,khammam,507306,1.0,13.0
2025-12-03,Andhra Pradesh,krishna,520008,2.0,10.0
2025-12-03,Andhra Pradesh,krishna,521002,1.0,16.0
2025-12-03,Andhra Pradesh,krishna,521105,1.0,8.0
2025-12-03,Andhra Pradesh,krishna,521150,0.0,3.0
2025-12-03,Andhra Pradesh,krishna,521163,4.0,5.0
2025-12-03,Andhra Pradesh,krishna,521178,1.0,5.0
2025-12-03,Andhra Pradesh,krishna,521181,1.0,1.0
2025-12-03,Andhra Pradesh,krishna,521207,2.0,10.0
2025-12-03,Andhra Pradesh,krishna,521214,1.0,3.0
2025-12-03,Andhra Pradesh,krishna,521227,0.0,15.0
2025-12-03,Andhra Pradesh,krishna,521228,4.0,14.0
2025-12-03,Andhra Pradesh,krishna,521250,3.0,5.0
2025-12-03,Andhra Pradesh,krishna,521321,0.0,5.0
2025-12-03,Andhra Pradesh,krishna,521324,0.0,16.0
2025-12-03,Andhra Pradesh,krishna,521327,1.0,3.0
2025-12-03,Andhra Pradesh,krishna,521390,1.0,1.0
2025-12-03,Andhra Pradesh,kurnool,518007,1.0,3.0
2025-12-03,Andhra Pradesh,kurnool,518101,0.0,4.0
2025-12-03,Andhra Pradesh,kurnool,518186,1.0,0.0
2025-12-03,Andhra Pradesh,kurnool,518220,3.0,10.0
2025-12-03,Andhra Pradesh,kurnool,518302,3.0,13.0
2025-12-03,Andhra Pradesh,kurnool,518323,5.0,11.0
2025-12-03,Andhra Pradesh,kurnool,518346,1.0,6.0
2025-12-03,Andhra Pradesh,kurnool,518411,1.0,7.0
2025-12-03,Andhra Pradesh,kurnool,518422,9.0,18.0
2025-12-03,Andhra Pradesh,kurnool,518468,2.0,10.0
2025-12-03,Andhra Pradesh,kurnool,518583,3.0,4.0
2025-12-03,Andhra Pradesh,kurnool,518593,1.0,3.0
2025-12-03,Andhra Pradesh,kurnool,518594,0.0,5.0
2025-12-03,Andhra Pradesh,kurnool,518674,0.0,2.0
2025-12-03,Andhra Pradesh,mahabub nagar,509105,1.0,2.0
2025-12-03,Andhra Pradesh,mahabub nagar,509110,0.0,1.0
2025-12-03,Andhra Pradesh,mahabub nagar,509126,1.0,4.0
2025-12-03,Andhra Pradesh,mahabub nagar,509127,0.0,3.0
2025-12-03,Andhra Pradesh,mahabub nagar,509210,0.0,3.0
2025-12-03,Andhra Pradesh,mahabub nagar,509228,0.0,3.0
2025-12-03,Andhra Pradesh,mahabub nagar,509338,0.0,3.0
2025-12-03,Andhra Pradesh,mahabub nagar,509339,0.0,2.0
2025-12-03,Andhra Pradesh,mahabub nagar,509360,0.0,4.0
2025-12-03,Andhra Pradesh,mahabub nagar,509408,0.0,5.0
2025-12-03,Andhra Pradesh,mahabub nagar,509410,0.0,3.0
2025-12-03,Andhra Pradesh,mahbubnagar,509129,0.0,1.0
2025-12-03,Andhra Pradesh,mahbubnagar,509130,0.0,1.0
2025-12-03,Andhra Pradesh,mahbubnagar,509216,0.0,5.0
2025-12-03,Andhra Pradesh,mahbubnagar,509228,1.0,2.0
2025-12-03,Andhra Pradesh,mahbubnagar,509380,0.0,1.0
2025-12-03,Andhra Pradesh,medak,502101,0.0,3.0
2025-12-03,Andhra Pradesh,medak,502114,2.0,4.0
2025-12-03,Andhra Pradesh,medak,502249,0.0,1.0
2025-12-03,Andhra Pradesh,medak,502270,0.0,4.0
2025-12-03,Andhra Pradesh,medak,502277,0.0,1.0
2025-12-03,Andhra Pradesh,medak,502278,2.0,12.0
2025-12-03,Andhra Pradesh,medak,502281,0.0,1.0
2025-12-03,Andhra Pradesh,medak,502291,0.0,3.0
2025-12-03,Andhra Pradesh,medak,502311,0.0,3.0
2025-12-03,Andhra Pradesh,medak,502312,0.0,1.0
2025-12-03,Andhra Pradesh,medak,502313,0.0,3.0
2025-12-03,Andhra Pradesh,medak,502318,0.0,2.0
2025-12-03,Andhra Pradesh,medak,502325,0.0,2.0
2025-12-03,Andhra Pradesh,medak,502375,0.0,1.0
2025-12-03,Andhra Pradesh,n. t. r,520003,0.0,9.0
2025-12-03,Andhra Pradesh,n. t. r,520011,1.0,3.0
