date,state,district,pincode,age_0_5,age_5_17,age_18_greater
2025-12-31,Tamil Nadu,salem,636403.0,1.0,1.0,0.0
2025-12-31,Tamil Nadu,salem,636501.0,4.0,4.0,0.0
2025-12-31,Tamil Nadu,salem,636503.0,1.0,1.0,0.0
2025-12-31,Tamil Nadu,salem,637103.0,2.0,3.0,0.0
2025-12-31,Tamil Nadu,salem,637504.0,1.0,1.0,0.0
2025-12-31,Tamil Nadu,sivaganga,623701.0,4.0,1.0,0.0
2025-12-31,Tamil Nadu,sivaganga,630108.0,1.0,2.0,0.0
2025-12-31,Tamil Nadu,sivaganga,630203.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,sivaganga,630210.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,sivaganga,630305.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,sivaganga,630306.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,sivaganga,630309.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,sivaganga,630314.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,sivaganga,630558.0,2.0,1.0,0.0
2025-12-31,Tamil Nadu,tenkasi,627805.0,0.0,2.0,0.0
2025-12-31,Tamil Nadu,tenkasi,627857.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tenkasi,627860.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,thanjavur,612104.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,thanjavur,612303.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,thanjavur,612501.0,0.0,3.0,0.0
2025-12-31,Tamil Nadu,thanjavur,612502.0,1.0,1.0,0.0
2025-12-31,Tamil Nadu,thanjavur,612602.0,2.0,2.0,0.0
2025-12-31,Tamil Nadu,thanjavur,612702.0,1.0,1.0,0.0
2025-12-31,Tamil Nadu,thanjavur,613004.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,thanjavur,613010.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,thanjavur,613402.0,0.0,2.0,0.0
2025-12-31,Tamil Nadu,thanjavur,614204.0,0.0,2.0,0.0
2025-12-31,Tamil Nadu,thanjavur,614602.0,4.0,4.0,0.0
2025-12-31,Tamil Nadu,thanjavur,614802.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,thanjavur,614901.0,2.0,1.0,0.0
2025-12-31,Tamil Nadu,thanjavur,614903.0,1.0,1.0,0.0
2025-12-31,Tamil Nadu,thanjavur,614906.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,the nilgiris,643207.0,3.0,1.0,0.0
2025-12-31,Tamil Nadu,the nilgiris,643209.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,the nilgiris,643216.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,the nilgiris,643220.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,the nilgiris,643228.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,theni,625515.0,0.0,4.0,0.0
2025-12-31,Tamil Nadu,theni,625521.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,theni,625540.0,0.0,2.0,0.0
2025-12-31,Tamil Nadu,theni,625562.0,1.0,2.0,0.0
2025-12-31,Tamil Nadu,theni,625602.0,4.0,0.0,0.0
2025-12-31,Tamil Nadu,thiruvallur,601205.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,thiruvallur,631210.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,thiruvarur,610101.0,2.0,1.0,0.0
2025-12-31,Tamil Nadu,thiruvarur,612803.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,thiruvarur,614015.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,thiruvarur,614706.0,1.0,1.0,0.0
2025-12-31,Tamil Nadu,thoothukkudi,628501.0,9.0,2.0,0.0
2025-12-31,Tamil Nadu,thoothukkudi,628502.0,10.0,2.0,0.0
2025-12-31,Tamil Nadu,thoothukkudi,628617.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,thoothukkudi,628702.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,thoothukkudi,628714.0,6.0,2.0,0.0
2025-12-31,Tamil Nadu,thoothukkudi,628720.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,620009.0,4.0,1.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,620014.0,0.0,2.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,620018.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,620026.0,1.0,1.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,621007.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,621009.0,6.0,2.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,621012.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,621111.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,621210.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,621214.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,621302.0,3.0,2.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,621305.0,2.0,4.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,621308.0,2.0,2.0,0.0
2025-12-31,Tamil Nadu,tiruchirappalli,639115.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627005.0,8.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627105.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627108.0,3.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627109.0,1.0,1.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627115.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627120.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627130.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627152.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627401.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627418.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627423.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627501.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627602.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627760.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627803.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627806.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627809.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirunelveli,627851.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,tirupattur,635602.0,2.0,2.0,0.0
2025-12-31,Tamil Nadu,tirupattur,635802.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirupattur,635804.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirupattur,635807.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tirupattur,635811.0,0.0,2.0,0.0
2025-12-31,Tamil Nadu,tiruppur,638701.0,3.0,3.0,0.0
2025-12-31,Tamil Nadu,tiruppur,638752.0,4.0,1.0,0.0
2025-12-31,Tamil Nadu,tiruppur,641602.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruppur,641605.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruppur,641606.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruppur,641654.0,7.0,6.0,0.0
2025-12-31,Tamil Nadu,tiruppur,641664.0,2.0,2.0,0.0
2025-12-31,Tamil Nadu,tiruppur,641667.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruppur,642203.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruvallur,600049.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruvallur,600068.0,4.0,2.0,0.0
2025-12-31,Tamil Nadu,tiruvallur,600071.0,1.0,3.0,0.0
2025-12-31,Tamil Nadu,tiruvallur,600072.0,6.0,2.0,0.0
2025-12-31,Tamil Nadu,tiruvallur,600120.0,2.0,1.0,0.0
2025-12-31,Tamil Nadu,tiruvallur,601205.0,3.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruvallur,602001.0,1.0,2.0,2.0
2025-12-31,Tamil Nadu,tiruvallur,602021.0,1.0,1.0,0.0
2025-12-31,Tamil Nadu,tiruvallur,602108.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruvallur,631212.0,3.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruvannamalai,604502.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,tiruvannamalai,606603.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruvannamalai,606611.0,5.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruvannamalai,606708.0,6.0,2.0,0.0
2025-12-31,Tamil Nadu,tiruvannamalai,606709.0,3.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruvannamalai,606752.0,3.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruvannamalai,606753.0,6.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruvannamalai,606754.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,tiruvannamalai,606801.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,vellore,631002.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,vellore,631052.0,2.0,3.0,0.0
2025-12-31,Tamil Nadu,vellore,631101.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,vellore,631151.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,vellore,632004.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,vellore,632012.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,vellore,632107.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,vellore,632318.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,vellore,632508.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,vellore,632602.0,3.0,3.0,0.0
2025-12-31,Tamil Nadu,vellore,635601.0,5.0,2.0,0.0
2025-12-31,Tamil Nadu,vellore,635602.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,vellore,635651.0,4.0,0.0,0.0
2025-12-31,Tamil Nadu,vellore,635754.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,vellore,635802.0,2.0,1.0,0.0
2025-12-31,Tamil Nadu,vellore,635804.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,vellore,635805.0,1.0,2.0,0.0
2025-12-31,Tamil Nadu,villupuram,604201.0,3.0,0.0,0.0
2025-12-31,Tamil Nadu,villupuram,604202.0,2.0,2.0,0.0
2025-12-31,Tamil Nadu,villupuram,604208.0,1.0,1.0,0.0
2025-12-31,Tamil Nadu,villupuram,604210.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,villupuram,605103.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,villupuram,605108.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,villupuram,605201.0,0.0,3.0,0.0
2025-12-31,Tamil Nadu,villupuram,605301.0,3.0,0.0,0.0
2025-12-31,Tamil Nadu,villupuram,605501.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,villupuram,605651.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,villupuram,605751.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,villupuram,607201.0,2.0,0.0,0.0
2025-12-31,Tamil Nadu,viluppuram,604001.0,4.0,1.0,0.0
2025-12-31,Tamil Nadu,viluppuram,605203.0,1.0,1.0,0.0
2025-12-31,Tamil Nadu,viluppuram,606205.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,viluppuram,606208.0,0.0,2.0,0.0
2025-12-31,Tamil Nadu,viluppuram,607202.0,0.0,1.0,0.0
2025-12-31,Tamil Nadu,virudhunagar,626112.0,2.0,1.0,0.0
2025-12-31,Tamil Nadu,virudhunagar,626113.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,virudhunagar,626123.0,3.0,1.0,0.0
2025-12-31,Tamil Nadu,virudhunagar,626129.0,2.0,1.0,0.0
2025-12-31,Tamil Nadu,virudhunagar,626142.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,virudhunagar,626189.0,8.0,1.0,0.0
2025-12-31,Tamil Nadu,virudhunagar,626201.0,1.0,0.0,0.0
2025-12-31,Tamil Nadu,virudhunagar,626203.0,2.0,3.0,0.0
2025-12-31,Telangana,adilabad,504251.0,0.0,1.0,0.0
2025-12-31,Telangana,adilabad,504273.0,1.0,0.0,0.0
2025-12-31,Telangana,adilabad,504323.0,1.0,0.0,0.0
2025-12-31,Telangana,hanumakonda,506164.0,1.0,0.0,0.0
2025-12-31,Telangana,hanumakonda,506310.0,1.0,1.0,0.0
2025-12-31,Telangana,hanumakonda,506319.0,1.0,0.0,0.0
2025-12-31,Telangana,hyderabad,500004.0,2.0,2.0,0.0
2025-12-31,Telangana,hyderabad,500023.0,9.0,9.0,0.0
2025-12-31,Telangana,hyderabad,500027.0,6.0,4.0,0.0
2025-12-31,Telangana,hyderabad,500033.0,4.0,0.0,0.0
2025-12-31,Telangana,hyderabad,500036.0,6.0,2.0,0.0
2025-12-31,Telangana,hyderabad,500040.0,2.0,1.0,0.0
2025-12-31,Telangana,hyderabad,500045.0,4.0,5.0,1.0
2025-12-31,Telangana,hyderabad,500057.0,0.0,2.0,0.0
2025-12-31,Telangana,hyderabad,500061.0,4.0,2.0,0.0
2025-12-31,Telangana,hyderabad,500062.0,1.0,4.0,0.0
2025-12-31,Telangana,hyderabad,500095.0,0.0,1.0,0.0
2025-12-31,Telangana,hyderabad,500096.0,2.0,0.0,0.0
2025-12-31,Telangana,jagitial,505415.0,1.0,0.0,0.0
2025-12-31,Telangana,jagitial,505529.0,1.0,0.0,0.0
2025-12-31,Telangana,jangoan,506224.0,1.0,0.0,0.0
2025-12-31,Telangana,jangoan,506313.0,1.0,0.0,0.0
2025-12-31,Telangana,jayashankar bhupalpally,506356.0,2.0,1.0,0.0
2025-12-31,Telangana,jogulamba gadwal,509135.0,2.0,0.0,0.0
2025-12-31,Telangana,k.v. rangareddy,500005.0,13.0,5.0,0.0
2025-12-31,Telangana,k.v. rangareddy,500014.0,0.0,2.0,0.0
2025-12-31,Telangana,k.v. rangareddy,500039.0,1.0,4.0,0.0
2025-12-31,Telangana,k.v. rangareddy,500075.0,3.0,2.0,1.0
2025-12-31,Telangana,k.v. rangareddy,500076.0,3.0,0.0,0.0
2025-12-31,Telangana,k.v. rangareddy,500077.0,3.0,1.0,0.0
2025-12-31,Telangana,k.v. rangareddy,500083.0,1.0,0.0,0.0
2025-12-31,Telangana,k.v. rangareddy,500084.0,11.0,3.0,1.0
2025-12-31,Telangana,k.v. rangareddy,500089.0,11.0,5.0,0.0
2025-12-31,Telangana,k.v. rangareddy,500098.0,1.0,2.0,0.0
2025-12-31,Telangana,k.v. rangareddy,501106.0,0.0,2.0,0.0
2025-12-31,Telangana,k.v. rangareddy,501111.0,1.0,0.0,0.0
2025-12-31,Telangana,k.v. rangareddy,501218.0,11.0,3.0,0.0
2025-12-31,Telangana,k.v. rangareddy,501401.0,3.0,1.0,0.0
2025-12-31,Telangana,k.v. rangareddy,501503.0,4.0,1.0,0.0
2025-12-31,Telangana,k.v. rangareddy,501506.0,3.0,1.0,0.0
2025-12-31,Telangana,k.v. rangareddy,501510.0,7.0,2.0,0.0
2025-12-31,Telangana,k.v. rangareddy,509321.0,4.0,4.0,0.0
2025-12-31,Telangana,k.v. rangareddy,509335.0,1.0,1.0,0.0
2025-12-31,Telangana,kamareddy,503111.0,6.0,1.0,0.0
2025-12-31,Telangana,kamareddy,503123.0,1.0,0.0,0.0
2025-12-31,Telangana,karimnagar,505001.0,7.0,5.0,0.0
2025-12-31,Telangana,karimnagar,505303.0,1.0,0.0,0.0
2025-12-31,Telangana,karimnagar,505401.0,1.0,1.0,0.0
2025-12-31,Telangana,karimnagar,505452.0,3.0,3.0,0.0
2025-12-31,Telangana,karimnagar,505474.0,3.0,0.0,0.0
2025-12-31,Telangana,khammam,507115.0,0.0,1.0,0.0
2025-12-31,Telangana,khammam,507160.0,1.0,0.0,0.0
2025-12-31,Telangana,khammam,507163.0,3.0,1.0,0.0
2025-12-31,Telangana,khammam,507210.0,0.0,1.0,0.0
2025-12-31,Telangana,khammam,507305.0,0.0,1.0,0.0
2025-12-31,Telangana,komaram bheem,504296.0,6.0,1.0,0.0
2025-12-31,Telangana,mahabubabad,506101.0,1.0,1.0,0.0
2025-12-31,Telangana,mahabubabad,506135.0,3.0,0.0,0.0
2025-12-31,Telangana,mahabubabad,506163.0,2.0,1.0,0.0
2025-12-31,Telangana,mahabubnagar,509103.0,1.0,1.0,0.0
2025-12-31,Telangana,mahabubnagar,509129.0,3.0,0.0,0.0
2025-12-31,Telangana,mahabubnagar,509152.0,1.0,0.0,0.0
2025-12-31,Telangana,mahabubnagar,509203.0,3.0,2.0,0.0
2025-12-31,Telangana,mahabubnagar,509204.0,2.0,4.0,0.0
2025-12-31,Telangana,mahabubnagar,509206.0,1.0,0.0,0.0
2025-12-31,Telangana,mahabubnagar,509235.0,2.0,1.0,0.0
2025-12-31,Telangana,mahabubnagar,509311.0,1.0,0.0,0.0
2025-12-31,Telangana,mahabubnagar,509320.0,4.0,0.0,0.0
2025-12-31,Telangana,mahabubnagar,509321.0,0.0,1.0,0.0
2025-12-31,Telangana,mahabubnagar,509336.0,1.0,1.0,0.0
2025-12-31,Telangana,mahabubnagar,509339.0,2.0,3.0,0.0
2025-12-31,Telangana,mahabubnagar,509350.0,1.0,0.0,0.0
2025-12-31,Telangana,mahabubnagar,509353.0,1.0,0.0,0.0
2025-12-31,Telangana,mahabubnagar,509371.0,4.0,3.0,0.0
2025-12-31,Telangana,mahabubnagar,509380.0,1.0,0.0,0.0
2025-12-31,Telangana,mahabubnagar,509409.0,2.0,3.0,0.0
2025-12-31,Telangana,mahabubnagar,509410.0,0.0,1.0,0.0
2025-12-31,Telangana,mancherial,504204.0,0.0,1.0,0.0
2025-12-31,Telangana,mancherial,504208.0,4.0,1.0,0.0
2025-12-31,Telangana,mancherial,504209.0,0.0,1.0,0.0
2025-12-31,Telangana,mancherial,504214.0,5.0,1.0,0.0
2025-12-31,Telangana,mancherial,504231.0,0.0,1.0,0.0
2025-12-31,Telangana,medak,502032.0,2.0,1.0,0.0
2025-12-31,Telangana,medak,502109.0,1.0,0.0,0.0
2025-12-31,Telangana,medak,502117.0,1.0,0.0,0.0
2025-12-31,Telangana,medak,502210.0,0.0,1.0,0.0
2025-12-31,Telangana,medak,502220.0,2.0,1.0,0.0
2025-12-31,Telangana,medak,502221.0,2.0,0.0,0.0
2025-12-31,Telangana,medak,502248.0,2.0,0.0,0.0
2025-12-31,Telangana,medak,502257.0,1.0,0.0,0.0
2025-12-31,Telangana,medak,502269.0,2.0,1.0,0.0
2025-12-31,Telangana,medak,502280.0,2.0,0.0,0.0
2025-12-31,Telangana,medak,502291.0,2.0,1.0,0.0
2025-12-31,Telangana,medak,502295.0,1.0,0.0,0.0
2025-12-31,Telangana,medak,502296.0,4.0,1.0,0.0
2025-12-31,Telangana,medak,502301.0,1.0,0.0,0.0
2025-12-31,Telangana,medak,502306.0,0.0,1.0,0.0
2025-12-31,Telangana,medak,502334.0,2.0,2.0,0.0
2025-12-31,Telangana,medchal-malkajgiri,500043.0,1.0,1.0,0.0
2025-12-31,Telangana,medchal-malkajgiri,500056.0,3.0,1.0,0.0
2025-12-31,Telangana,medchal-malkajgiri,500068.0,1.0,1.0,0.0
2025-12-31,Telangana,medchal-malkajgiri,501301.0,1.0,3.0,0.0
2025-12-31,Telangana,mulugu,506344.0,1.0,1.0,0.0
2025-12-31,Telangana,mulugu,506345.0,1.0,0.0,0.0
2025-12-31,Telangana,nagarkurnool,509102.0,2.0,2.0,0.0
2025-12-31,Telangana,nagarkurnool,509206.0,1.0,0.0,0.0
2025-12-31,Telangana,nalgonda,508101.0,2.0,0.0,0.0
2025-12-31,Telangana,nalgonda,508114.0,2.0,0.0,0.0
2025-12-31,Telangana,nalgonda,508116.0,2.0,0.0,0.0
2025-12-31,Telangana,nalgonda,508204.0,0.0,2.0,0.0
2025-12-31,Telangana,nalgonda,508243.0,3.0,5.0,0.0
2025-12-31,Telangana,nalgonda,508253.0,1.0,0.0,0.0
2025-12-31,Telangana,nalgonda,508256.0,3.0,1.0,0.0
2025-12-31,Telangana,nalgonda,508286.0,1.0,0.0,0.0
2025-12-31,Telangana,narayanpet,509371.0,1.0,0.0,0.0
2025-12-31,Telangana,nizamabad,503002.0,3.0,0.0,0.0
2025-12-31,Telangana,nizamabad,503120.0,2.0,0.0,0.0
2025-12-31,Telangana,nizamabad,503202.0,1.0,1.0,0.0
2025-12-31,Telangana,nizamabad,503206.0,1.0,1.0,0.0
2025-12-31,Telangana,nizamabad,503212.0,3.0,0.0,0.0
2025-12-31,Telangana,nizamabad,503219.0,0.0,1.0,0.0
2025-12-31,Telangana,nizamabad,503225.0,1.0,0.0,0.0
2025-12-31,Telangana,nizamabad,503230.0,1.0,1.0,0.0
2025-12-31,Telangana,nizamabad,503302.0,3.0,1.0,0.0
2025-12-31,Telangana,nizamabad,503307.0,2.0,2.0,0.0
2025-12-31,Telangana,nizamabad,503311.0,4.0,1.0,0.0
2025-12-31,Telangana,peddapalli,505153.0,0.0,1.0,0.0
2025-12-31,Telangana,rajanna sircilla,505301.0,3.0,0.0,0.0
2025-12-31,Telangana,rajanna sircilla,505307.0,1.0,0.0,0.0
2025-12-31,Telangana,rajanna sircilla,505402.0,1.0,0.0,0.0
2025-12-31,Telangana,rajanna sircilla,505403.0,2.0,0.0,0.0
2025-12-31,Telangana,rajanna sircilla,505404.0,4.0,1.0,0.0
2025-12-31,Telangana,sangareddy,502221.0,0.0,1.0,0.0
2025-12-31,Telangana,sangareddy,502285.0,1.0,0.0,0.0
2025-12-31,Telangana,sangareddy,502318.0,0.0,1.0,0.0
2025-12-31,Telangana,siddipet,502102.0,3.0,0.0,0.0
2025-12-31,Telangana,siddipet,502276.0,1.0,0.0,0.0
2025-12-31,Telangana,siddipet,502281.0,2.0,0.0,0.0
2025-12-31,Telangana,siddipet,505466.0,1.0,0.0,0.0
2025-12-31,Telangana,siddipet,506223.0,4.0,0.0,0.0
2025-12-31,Telangana,suryapet,508201.0,1.0,0.0,0.0
2025-12-31,Telangana,suryapet,508204.0,4.0,1.0,0.0
2025-12-31,Telangana,suryapet,508212.0,1.0,0.0,0.0
2025-12-31,Telangana,vikarabad,501142.0,1.0,3.0,0.0
2025-12-31,Telangana,vikarabad,501203.0,0.0,1.0,0.0
2025-12-31,Telangana,vikarabad,501501.0,3.0,1.0,0.0
2025-12-31,Telangana,vikarabad,509338.0,1.0,0.0,0.0
2025-12-31,Telangana,warangal,506101.0,3.0,2.0,0.0
2025-12-31,Telangana,warangal,506252.0,1.0,0.0,0.0
2025-12-31,Telangana,warangal,506315.0,1.0,0.0,0.0
2025-12-31,Telangana,warangal,506356.0,1.0,0.0,0.0
2025-12-31,Telangana,warangal,506365.0,1.0,1.0,0.0
2025-12-31,Telangana,warangal rural,506314.0,1.0,1.0,0.0
2025-12-31,Telangana,warangal urban,506001.0,1.0,0.0,0.0
2025-12-31,Telangana,yadadri.,508111.0,3.0,0.0,0.0
2025-12-31,Telangana,yadadri.,508277.0,2.0,1.0,0.0
2025-12-31,Telangana,yadadri.,508284.0,1.0,0.0,0.0
2025-12-31,Tripura,dhalai,799286.0,2.0,2.0,0.0
2025-12-31,Tripura,gomati,799104.0,1.0,1.0,0.0
2025-12-31,Tripura,gomati,799114.0,4.0,4.0,0.0
2025-12-31,Tripura,khowai,799203.0,0.0,1.0,0.0
2025-12-31,Tripura,khowai,799205.0,0.0,4.0,0.0
2025-12-31,Tripura,north tripura,799260.0,0.0,3.0,0.0
2025-12-31,Tripura,south tripura,799156.0,0.0,1.0,0.0
2025-12-31,Tripura,unakoti,799264.0,0.0,7.0,0.0
2025-12-31,Tripura,unakoti,799279.0,1.0,1.0,0.0
2025-12-31,Tripura,unakoti,799280.0,2.0,0.0,1.0
2025-12-31,Tripura,unakoti,799281.0,1.0,0.0,0.0
2025-12-31,Tripura,unakoti,799290.0,1.0,2.0,0.0
2025-12-31,Tripura,west tripura,799003.0,1.0,1.0,0.0
2025-12-31,Tripura,west tripura,799004.0,0.0,4.0,0.0
2025-12-31,Tripura,west tripura,799008.0,0.0,2.0,0.0
2025-12-31,Tripura,west tripura,799115.0,1.0,1.0,0.0
2025-12-31,Tripura,west tripura,799201.0,1.0,3.0,0.0
2025-12-31,Tripura,west tripura,799205.0,0.0,2.0,0.0
2025-12-31,Tripura,west tripura,799210.0,0.0,2.0,0.0
2025-12-31,Tripura,west tripura,799212.0,0.0,1.0,0.0
2025-12-31,Uttar Pradesh,agra,283104.0,10.0,12.0,0.0
2025-12-31,Uttar Pradesh,agra,283124.0,5.0,6.0,0.0
2025-12-31,Uttar Pradesh,agra,283125.0,30.0,26.0,0.0
2025-12-31,Uttar Pradesh,aligarh,202121.0,8.0,6.0,1.0
2025-12-31,Uttar Pradesh,aligarh,202125.0,16.0,6.0,1.0
2025-12-31,Uttar Pradesh,aligarh,202126.0,6.0,5.0,0.0
2025-12-31,Uttar Pradesh,aligarh,202133.0,8.0,12.0,1.0
2025-12-31,Uttar Pradesh,aligarh,202134.0,1.0,8.0,0.0
2025-12-31,Uttar Pradesh,aligarh,202138.0,2.0,8.0,0.0
2025-12-31,Uttar Pradesh,aligarh,202140.0,2.0,4.0,0.0
2025-12-31,Uttar Pradesh,aligarh,202143.0,1.0,1.0,0.0
2025-12-31,Uttar Pradesh,aligarh,202145.0,1.0,1.0,0.0
2025-12-31,Uttar Pradesh,aligarh,202150.0,5.0,0.0,0.0
2025-12-31,Uttar Pradesh,aligarh,204101.0,1.0,0.0,0.0
2025-12-31,Uttar Pradesh,allahabad,211013.0,3.0,6.0,0.0
2025-12-31,Uttar Pradesh,allahabad,212107.0,8.0,7.0,0.0
2025-12-31,Uttar Pradesh,allahabad,212108.0,5.0,5.0,0.0
2025-12-31,Uttar Pradesh,allahabad,212303.0,15.0,7.0,0.0
2025-12-31,Uttar Pradesh,allahabad,228411.0,3.0,1.0,0.0
2025-12-31,Uttar Pradesh,ambedkar nagar,224143.0,4.0,6.0,0.0
2025-12-31,Uttar Pradesh,ambedkar nagar,224145.0,9.0,6.0,0.0
2025-12-31,Uttar Pradesh,ambedkar nagar,224155.0,0.0,5.0,0.0
2025-12-31,Uttar Pradesh,ambedkar nagar,224168.0,8.0,4.0,0.0
2025-12-31,Uttar Pradesh,amethi,227405.0,6.0,6.0,0.0
2025-12-31,Uttar Pradesh,amethi,227408.0,1.0,4.0,0.0
2025-12-31,Uttar Pradesh,amethi,227412.0,0.0,8.0,0.0
2025-12-31,Uttar Pradesh,amethi,227801.0,9.0,11.0,0.0
2025-12-31,Uttar Pradesh,amethi,227817.0,1.0,4.0,0.0
2025-12-31,Uttar Pradesh,amethi,228159.0,5.0,9.0,0.0
2025-12-31,Uttar Pradesh,amethi,229304.0,4.0,5.0,0.0
2025-12-31,Uttar Pradesh,amethi,229801.0,0.0,3.0,0.0
2025-12-31,Uttar Pradesh,amethi,229802.0,3.0,1.0,0.0
2025-12-31,Uttar Pradesh,amroha,244102.0,2.0,4.0,1.0
2025-12-31,Uttar Pradesh,amroha,244241.0,55.0,26.0,0.0
2025-12-31,Uttar Pradesh,ayodhya,224234.0,1.0,0.0,0.0
